run_id,response,outcome
1,0.7411984543007281,event
2,0.3340911900212039,non_event
3,0.5388193862290898,event
4,0.06878021617851711,event
5,0.46564606951471227,non_event
6,0.053458090146565274,non_event
7,0.6028778099571672,non_event
8,-0.8686847895331857,event
9,-0.6426179397614022,event
10,-0.7628348893018141,event
11,-0.032133622409196344,event
12,-1.0662621527320397,event
13,0.6883212170406363,non_event
14,0.5824556018652162,non_event
15,-0.7287235860722704,event
16,0.2820440760423641,non_event
17,0.8086083867200982,event
18,-0.9430529332697126,event
19,-1.0299355920191111,event
20,-1.3921845102666162,event
21,0.8715853514843865,event
22,-1.670145263207212,event
23,0.4621044932154715,event
24,-0.5878487806632247,event
25,0.36075197447069696,non_event
26,0.28449727343214637,non_event
27,0.5705826319761279,non_event
28,0.604597618790105,non_event
29,-0.6710763657824033,event
30,0.39688359148757413,non_event
31,0.9715572898925557,event
32,-1.1484115989253945,event
33,1.4328137375467855,event
34,0.3341807095192991,non_event
35,-0.4209658254047672,event
36,0.4859048900956342,non_event
37,-1.660246631402829,event
38,0.7157167722640635,non_event
39,0.35042625891081364,non_event
40,-0.5549142213420859,event
41,-0.3142000174975748,event
42,0.26254838309182843,event
43,0.21777039658308076,non_event
44,0.8095890466677654,event
45,-0.7487521079220939,event
46,-0.820425135514318,event
47,-0.79130986305768,event
48,0.6321190863341092,non_event
49,-0.17579775381696203,event
50,-0.45280684352641365,event
51,0.3789597610895835,non_event
52,0.4204073937722315,event
53,-1.23186356936078,event
54,-0.4569391689672192,event
55,0.1924531093424417,event
56,-0.22889422426687991,event
57,-1.0004884283941313,event
58,0.8423810701560851,non_event
59,0.8180281296078672,non_event
60,0.6389409538325566,event
61,-0.04504624478405993,event
62,0.7593751053852972,event
63,0.09445766823003832,non_event
64,-0.8939980282279703,event
65,0.5311084499316352,non_event
66,0.7045653951289593,non_event
67,-1.3661281525018059,event
68,1.2083699297013186,non_event
69,0.5930881001029239,non_event
70,0.34534459396002853,non_event
71,0.23667027158442538,non_event
72,-0.9249752378904355,event
73,1.1510340216653572,non_event
74,0.0780277472803849,event
75,0.12374408472204843,non_event
76,0.3104171698876909,event
77,0.1420193249831955,event
78,0.34420389341752994,non_event
79,0.7647791482337088,non_event
80,0.4618748886949983,non_event
81,0.6146112726492279,event
82,-1.0625588791850342,event
83,0.22158757299622509,non_event
84,-0.3457656316229165,event
85,0.024390629559852887,event
86,-0.4365999530174443,event
87,0.5701445751252477,non_event
88,0.3309455135963894,non_event
89,-1.13359475074591,event
90,0.689603046309267,non_event
91,1.0780251108606194,non_event
92,1.3848164557301332,event
93,0.5756601936099504,non_event
94,-0.5380137935170756,event
95,0.4722513047652088,non_event
96,-0.5279136151099597,event
97,0.5371450071745273,event
98,0.7971195587887571,non_event
99,0.3349384399140094,event
100,0.7969662572681651,non_event
101,-0.24045493754724884,event
102,0.15953798460378754,event
103,0.49633578265607703,event
104,0.7743225415572926,non_event
105,0.7012592684662037,non_event
106,0.1734903758043359,non_event
107,0.2972329004510154,non_event
108,-0.9401618132322341,event
109,0.5347840675312935,event
110,-0.1200546863770911,event
111,0.611777178365504,non_event
112,0.125668735114303,event
113,0.1785989713017726,non_event
114,-1.273015755470988,event
115,-0.43687921693584636,event
116,0.09460027099910123,event
117,0.6193058556524078,non_event
118,0.3297741796395791,non_event
119,-1.758405860001927,event
120,0.13690658811924136,non_event
121,-0.49263899644781994,event
122,0.6583300578087132,event
123,-0.8536568546790568,event
124,-0.47124875154347196,event
125,-0.002232607198610005,non_event
126,-0.41299167494780437,event
127,0.9282904785518122,non_event
128,-1.4265028369786192,event
129,0.25745060610971704,non_event
130,-1.2004009647840828,event
131,0.6394098634399642,non_event
132,-0.78934137500562,event
133,0.48671998096368413,non_event
134,0.5187250953657594,non_event
135,0.791247007240683,event
136,-0.12132959215173404,event
137,0.17112949055558335,non_event
138,-0.87568457756924,event
139,-0.010877044122831876,event
140,-0.025099446379807173,non_event
141,0.756347788124598,non_event
142,0.7376736400391366,non_event
143,-0.031109128909173275,event
144,0.9741107034927603,non_event
145,0.26302900280422503,non_event
146,0.24404966173573175,non_event
147,-0.7970108047344743,event
148,0.1002984600730783,event
149,-0.8763034534315213,event
150,1.0056580278495502,event
151,0.48427187090332463,non_event
152,-0.8518966690432106,event
153,0.23668263548639298,event
154,-1.2576207163952329,event
155,0.5176395339542422,non_event
156,-0.3561700114419783,event
157,0.36075633809074764,event
158,-1.0695018360795276,event
159,0.16886853400386892,event
160,0.6414926035974853,non_event
161,-1.4357778162166004,event
162,0.059641321925512476,event
163,-1.1268954332346721,event
164,-1.3911650521468601,event
165,0.6735037048170756,non_event
166,0.7239681967252022,non_event
167,0.6760561551571749,event
168,0.3215685653337272,non_event
169,0.9881510185634156,non_event
170,-0.6726403568825343,event
171,-1.5030892874785062,event
172,0.052831136434578416,event
173,-0.3059546559032338,event
174,-0.7692440149208187,event
175,0.8931927018035501,non_event
176,-1.358357210140009,event
177,-1.698588375203869,event
178,0.011073637236707125,event
179,-0.08788939366473064,non_event
180,-1.6626881121255341,event
181,0.40253947677755325,non_event
182,0.693763764337826,non_event
183,0.5609604586385725,non_event
184,1.057809056443982,non_event
185,0.5676147173943853,non_event
186,1.1381788853473038,event
187,-1.6919521383751852,event
188,0.6511212471521991,event
189,0.9140414114604851,non_event
190,0.1885088815796984,event
191,0.8651831146390666,non_event
192,-1.4053825873458996,event
193,0.3458250213055858,non_event
194,0.07908977991001899,non_event
195,-0.8142587191936957,event
196,0.022163876506634365,event
197,-1.644892329405383,event
198,-1.2303149558072763,event
199,0.6537225510689733,non_event
200,-0.8900599611654227,event
201,1.1924141676381947,non_event
202,-0.37791522811446965,event
203,-1.6734868459315777,event
204,0.8473985303045348,non_event
205,0.9379903359198686,non_event
206,-0.7112867225327875,event
207,0.5531296938196186,event
208,0.5177123402820016,non_event
209,0.4524772350959827,non_event
210,0.30977251743584255,non_event
211,0.5643643638719146,event
212,-0.2218059980789922,event
213,0.6519251694588857,non_event
214,1.2026488632297065,non_event
215,-0.07886380578245752,event
216,0.3841212187002796,event
217,0.35853469631715257,non_event
218,0.033975554920711186,event
219,-1.6144143689253228,event
220,-0.6804587513886312,event
221,0.5836895948544987,non_event
222,-0.45843142086582456,event
223,0.47971834650505624,non_event
224,-0.8460925881515787,event
225,1.148910938063413,non_event
226,0.9627313387682518,non_event
227,0.5672523561851186,event
228,0.5425123913077842,event
229,0.03931340402380817,event
230,0.24215482209181252,non_event
231,0.1885018754140008,event
232,-0.8307476359861905,event
233,-0.09300680222687871,event
234,0.7817102904774974,event
235,0.8517938324549587,event
236,-0.5518908863531186,event
237,0.6951278863489575,non_event
238,0.3997926449786161,non_event
239,0.5998474994594853,non_event
240,0.17092384578320055,non_event
241,7.233513165039816e-4,non_event
242,0.551769170625542,non_event
243,0.36050731030548366,non_event
244,-0.20189636358120944,event
245,0.2591209068660506,event
246,0.4115753590394456,non_event
247,0.6629445324261338,non_event
248,-0.9072225098542703,event
249,0.4166018156643456,event
250,-0.9554289346401165,event
251,-0.6935728321046329,event
252,-0.0710741649796859,event
253,-0.6232723456055848,event
254,0.0796541417784996,event
255,0.6272626760499441,non_event
256,0.5444889296114905,non_event
257,-0.7253810258927269,event
258,-1.65789414748831,event
259,-0.7611131600425428,event
260,0.12447911172205921,event
261,0.5934083302325093,event
262,0.2749720988619059,non_event
263,0.7825214274656439,non_event
264,0.47782779664229497,non_event
265,0.5904149402262383,non_event
266,-0.6650935969633199,event
267,-1.3221325971810478,event
268,0.6885759204077084,non_event
269,-0.04696927268468369,non_event
270,-1.8531387339924337,event
271,0.7182399456430189,non_event
272,-1.0307071937364451,event
273,0.5163485073209961,event
274,-0.23750125193603333,event
275,0.513690862776842,non_event
276,-1.105185304534023,event
277,-1.1728868064891704,event
278,-1.1609948934781698,event
279,-0.49490283250364897,event
280,-0.2728316984092496,event
281,-0.0775380824645786,event
282,0.4032086918982554,non_event
283,0.5221133777600856,non_event
284,-0.7987574911681175,event
285,0.8569115331776124,event
286,0.15349621960513146,non_event
287,1.0651496963899605,non_event
288,-0.773354946355084,event
289,0.724323547186808,non_event
290,0.417970661017266,non_event
291,-1.149125587564694,event
292,-0.6433005171278227,event
293,-0.6532356304007948,event
294,0.7880181881562088,non_event
295,0.5242254788536388,non_event
296,0.4981079229258942,non_event
297,-0.021153332822486808,event
298,0.9998713342768452,non_event
299,1.0113136825425744,non_event
300,-0.17351782852504258,event
301,0.3716606005392329,non_event
302,-0.6561823588383116,event
303,-0.5516760797289584,event
304,0.8996054922520237,non_event
305,0.10537768903660964,event
306,0.7642108974326448,non_event
307,0.1078057888985504,event
308,-1.7220497763147602,event
309,1.0644816642392148,non_event
310,-1.4403929915902394,event
311,0.5112711248676353,non_event
312,0.48445186915509275,non_event
313,-0.5477779262530038,event
314,0.706830086504012,non_event
315,-1.0391403148288918,event
316,0.6385274835592568,non_event
317,-0.39444957520663615,event
318,-1.438149733500511,event
319,0.6734929141604621,non_event
320,-0.5927780235218812,event
321,-0.3179938916675241,event
322,-1.1305918202873053,event
323,0.562637413006069,non_event
324,1.234167091853442,non_event
325,0.3479154322711817,non_event
326,0.42715894672537374,non_event
327,0.3192164825360701,non_event
328,0.7961344413912725,non_event
329,1.0820135567971179,event
330,-0.15779179228912563,event
331,0.9711585573306493,non_event
332,0.9414787635883178,non_event
333,0.7152508738105454,non_event
334,0.4872999902194877,event
335,-0.10488461888609879,event
336,-1.0807889845109382,event
337,-0.010966641523262929,event
338,1.153306131279449,non_event
339,0.060631981185169034,event
340,0.8007232268726331,non_event
341,-0.8199356767725633,event
342,0.11068995205565559,non_event
343,0.533197855627922,non_event
344,-1.1946027105847974,event
345,-1.1756546159282657,event
346,0.3297203923942054,non_event
347,0.9568585805836934,non_event
348,0.5149835174662079,non_event
349,0.6276238917593264,non_event
350,-0.46861308448125927,event
351,0.6715437036362566,non_event
352,0.7504910218701272,non_event
353,0.7776361498252528,event
354,5.0555686307810265e-5,event
355,-0.39833747999467817,event
356,0.8310097983908076,non_event
357,0.5075568883763011,non_event
358,-0.32954929012368733,event
359,-0.37427071788116784,event
360,-1.0703551746897404,event
361,-0.44092888665999697,event
362,0.6178158154820524,non_event
363,0.3865452488833312,event
364,0.5849778889497433,non_event
365,0.49565704826537943,non_event
366,-0.8832125557666424,event
367,0.2859186028196087,non_event
368,-0.6334717576203645,event
369,0.4268416828157902,non_event
370,1.156558276842607,event
371,0.38196991355856347,event
372,0.31388785795884855,non_event
373,0.007085707027817087,event
374,-0.3435218646381836,event
375,0.4503713830054082,non_event
376,0.7325072366878237,non_event
377,-1.4831028570036175,event
378,-0.679641722447253,event
379,0.9084260209752542,non_event
380,-0.6190270691415279,event
381,0.28146420941852285,non_event
382,-0.6346900068228614,event
383,0.5546221153719834,non_event
384,1.2256829369277586,non_event
385,-1.7481165078341996,event
386,0.5817324106060714,non_event
387,-0.27215294404464246,event
388,0.19340089320009043,event
389,0.23528317858447845,event
390,0.8325051970647546,non_event
391,0.9812581606347959,non_event
392,0.7395367067095606,event
393,0.6074826465777946,non_event
394,0.10081208458039344,non_event
395,0.7569751780227889,event
396,0.10314357374388901,event
397,-0.05845433578342364,event
398,0.1553320732597847,non_event
399,0.3491362088885754,event
400,0.7491371107226984,non_event
401,-0.40444550947964614,event
402,-0.25156114450977085,event
403,-1.6629334590187423,event
404,1.038637976572037,non_event
405,-0.7767547210889594,event
406,-1.5804189973319138,event
407,0.7144697545252275,non_event
408,0.5999134112445291,non_event
409,0.6206270976977751,non_event
410,-0.0023448428681662327,event
411,0.5001211263095078,non_event
412,0.04663544782681499,event
413,0.2379010591990956,non_event
414,0.7450570986517161,non_event
415,-0.5513330383758451,event
416,0.2499797154812965,non_event
417,-0.6797548361580737,event
418,-0.5533041168299165,event
419,0.7426862141426155,non_event
420,0.6506763002418177,event
421,0.18148477908981223,event
422,0.44316236963916666,non_event
423,0.478769106292888,non_event
424,-0.852263032063664,event
425,0.5156992852300659,non_event
426,-1.376301841538981,event
427,-0.2405621961117327,event
428,0.5588679307666329,non_event
429,0.4558108357699039,non_event
430,-1.2255303842175227,event
431,0.46672835782657757,non_event
432,-1.6157667031593028,event
433,0.41217259360552294,non_event
434,-0.313940398744309,event
